"coc_number","coc_name","Organization","total_spending_coc"
"CA-602","Santa Ana, Anaheim/Orange County CoC","hud_esg",298949300
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","cdbg_entitlement",298606600
"NJ-510","Lakewood Township/Ocean County CoC","home",298527100
"MI-519","Holland/Ottawa County CoC","coc",298248801.953091
"IL-507","Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC","elderly",297836100
"FL-520","Citrus, Hernando, Lake, Sumter Counties CoC","cdbg_entitlement",297790600
"AR-503","Arkansas Balance of State CoC","hud_disability",297577600
"WA-501","Washington Balance of State CoC","hud_hopwa",297500100
"MI-516","Norton Shores, Muskegon City & County CoC","cdbg_entitlement",297466300
"GA-500","Atlanta CoC","home",297306679.265913
"MA-500","Boston CoC","hud_disability",297089128.594316
"IL-501","Rockford/Winnebago, Boone Counties CoC","coc",296387400
"NC-500","Winston-Salem/Forsyth County CoC","home",296343600
"WI-501","Milwaukee City & County CoC","hud_esg",296253500
"AR-503","Arkansas Balance of State CoC","grrp_comp",2.96e+08
"MI-503","St. Clair Shores, Warren/Macomb County CoC","elderly",295629200
"LA-505","Monroe/Northeast Louisiana CoC","coc",295292300
"GA-501","Georgia Balance of State CoC","hud_disability",294920600
"MT-500","Montana Statewide CoC","coc",294339800
"KY-502","Lexington-Fayette County CoC","home",292646000
"TN-502","Knoxville/Knox County CoC","coc",292354700
"MO-606","Missouri Balance of State CoC","hud_disability",291851508.314067
"MS-503","Gulf Port/Gulf Coast Regional CoC","cdbg_entitlement",291830300
"TX-503","Austin/Travis County CoC","hud_disability",291478546.685921
"NJ-502","Burlington County CoC","cdbg_entitlement",290496700
"IL-510","Chicago CoC","grrp_leading",289645078.262865
"PA-511","Bristol, Bensalem/Bucks County CoC","coc",287890000
"LA-506","Slidell/Southeast Louisiana CoC","cdbg_entitlement",287874700
"VA-505","Newport News, Hampton/Virginia Peninsula CoC","home",287612800
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","coc",286504100
"MA-516","Massachusetts Balance of State CoC","grrp_comp",285104315.511274
"WA-508","Vancouver/Clark County CoC","home",284671899.085111
"MI-509","Washtenaw County CoC","home",284016500
"TX-611","Amarillo CoC","cdbg_entitlement",283908019.704143
"AK-501","Alaska Balance of State CoC","hud_disability",283754000
"TN-503","Central Tennessee CoC","cdbg_entitlement",282941500
"MA-510_&_MA-516_Shared_Jurisdiction","MA-510_&_MA-516_Shared_Jurisdiction","hud_disability",282727404.037739
"MO-501","St. Louis City CoC","hud_disability",282453900
"CO-500","Colorado Balance of State CoC","coc",281625700
"MI-501","Detroit CoC","hud_esg",281610176.595291
"GA-508","DeKalb County CoC","elderly",281195020.541454
"VA-600","Arlington County CoC","elderly",280459600
"FL-519","Pasco County CoC","coc",279696400
"MO-503","St. Charles City & County, Lincoln, Warren Counties CoC","cdbg_entitlement",278658900
"VA-602","Loudoun County CoC","cdbg_entitlement",278476400
"CA-501","San Francisco CoC","hud_disability",277338900
"MO-604","Kansas City (MO&KS), Independence, Lee’s Summit/Jackson, Wyandotte Counties CoC","hud_disability",277081591.685933
"TX-604","Waco/McLennan County CoC","cdbg_entitlement",277053700
"FL-519","Pasco County CoC","home",276716200
"MO-603","St. Joseph/Andrew, Buchanan, DeKalb Counties CoC","coc",276497500
"FL-511","Pensacola/Escambia, Santa Rosa Counties CoC","home",276305400
"WA-503","Tacoma, Lakewood/Pierce County CoC","elderly",274952568.480939
"FL-603","Ft Myers, Cape Coral/Lee County CoC","elderly",273512700
"NC-501","Asheville/Buncombe County CoC","home",272993900
"TX-500","San Antonio/Bexar County CoC","hud_hopwa",271444000
"IL-500","McHenry County CoC","cdbg_entitlement",271299233.975831
"NY-608","Kingston/Ulster County CoC","coc",271039600
"LA-508","Houma-Terrebonne, Thibodaux CoC","coc",270661200
"WI-500","Wisconsin Balance of State CoC","hud_disability",269693200
"IL-516","Decatur/Macon County CoC","cdbg_entitlement",269450400
"PA-511","Bristol, Bensalem/Bucks County CoC","home",269408300
"LA-503","New Orleans/Jefferson Parish CoC","hud_esg",268758800
"PA-600","Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC","hud_hopwa",268575100
"WA-504","Everett/Snohomish County CoC","elderly",268263400
"TX-500","San Antonio/Bexar County CoC","hud_esg",267758100
"VA-503","Virginia Beach CoC","hud_hopwa",267691600
"IL-513","Springfield/Sangamon County CoC","cdbg_entitlement",267568300
"VA-600","Arlington County CoC","cdbg_entitlement",267389000
"MN-506","Northwest Minnesota CoC","coc",267307800
"FL-508","Gainesville/Alachua, Putnam Counties CoC","cdbg_entitlement",266298800
"TX-500","San Antonio/Bexar County CoC","hud_disability",266281158.935057
"IL-511","Cook County CoC","grrp_leading",265822796.22961
"MS-501","Mississippi Balance of State CoC","hud_disability",264270800
"MD-504","Howard County CoC","cdbg_entitlement",264132500
"NC-502","Durham City & County CoC","home",263253500
"NV-500","Las Vegas/Clark County CoC","hud_esg",263059100
"PA-605","Erie City & County CoC","hud_disability",262512700
"VA-507","Portsmouth CoC","coc",262476100
"NY-602","Newburgh, Middletown/Orange County CoC","home",261454500
"MI-503","St. Clair Shores, Warren/Macomb County CoC","hud_hopwa",260895600
"FL-513","Palm Bay, Melbourne/Brevard County CoC","home",259776900
"SC-503","Myrtle Beach, Sumter City & County CoC","elderly",258183600
"CA-514","Fresno City & County/Madera County CoC","hud_hopwa",258039300
"NY-514","Jamestown, Dunkirk/Chautauqua County CoC","hcv",257985200
"SC-501","Greenville, Anderson, Spartanburg/Upstate CoC","hud_disability",257951200
"MA-500","Boston CoC","hud_esg",257579818.408949
"OH-500","Cincinnati/Hamilton County CoC","hud_esg",257547900
"NM-500","Albuquerque CoC","elderly",257436209.45957
"MI-517","Jackson City & County CoC","cdbg_entitlement",257018100
"NC-503","North Carolina Balance of State CoC","coc",256911100
"MA-516","Massachusetts Balance of State CoC","hud_disability",256763650.506618
"NV-500","Las Vegas/Clark County CoC","hud_disability",256561400
"IL-506","Joliet, Bolingbrook/Will County CoC","home",256536443.145826
"CA-518","Vallejo/Solano County CoC","coc",255349700
"IL-512","Bloomington/Central Illinois CoC","coc",253257100
"TN-509","Appalachian Regional CoC","home",253169600
"NJ-503","Camden City & County/Gloucester, Cape May, Cumberland Counties CoC","hud_hopwa",252935300
"GA-503","Athens-Clarke County CoC","cdbg_entitlement",252385600
"CA-508","Watsonville/Santa Cruz City & County CoC","cdbg_entitlement",252182700
"NJ-500","Atlantic City & County CoC","home",250414000
"MN-511","Southwest Minnesota CoC","coc",250249200
"WA-502","Spokane City & County CoC","hud_disability",248961300
"NY-516","Clinton County CoC","hcv",248032000
"CA-609","San Bernardino City & County CoC","hud_esg",246938700
"AR-500","Little Rock/Central Arkansas CoC","home",246899800
"CA-606","Long Beach CoC","elderly",246752274.794452
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","home",246743900
"PA-503","Wilkes-Barre, Hazleton/Luzerne County CoC","home",246121300
"MI-514","Battle Creek/Calhoun County CoC","cdbg_entitlement",245749900
"VA-501","Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC","elderly",244973900
"CA-502","Oakland, Berkeley/Alameda County CoC","hud_esg",244769700
"NM-501","New Mexico Balance of State CoC","hud_disability",244630844.865637
"MN-509","Duluth/St. Louis County CoC","home",243835900
"FL-504","Daytona Beach, Daytona/Volusia, Flagler Counties CoC","home",243358000
"UT-500","Salt Lake City & County CoC","hud_hopwa",243239800
"TX-624","Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC","cdbg_entitlement",242496000
"TN-509","Appalachian Regional CoC","cdbg_entitlement",242428100
"NY-507","Schenectady City & County CoC","home",242379000
"KS-505","Overland Park, Shawnee/Johnson County CoC","home",241962700
"FL-519","Pasco County CoC","elderly",241396500
"IL-515","South Central Illinois CoC","coc",241022200
"MN-500","Minneapolis/Hennepin County CoC","hud_esg",240650500
"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","coc",240546000
"IL-518","Rock Island, Moline/Northwestern Illinois CoC","hud_disability",240442100
"PA-505","Chester County CoC","home",239028400
"MO-606","Missouri Balance of State CoC","elderly",238736333.639166
"AR-503","Arkansas Balance of State CoC","elderly",238478500
"IL-520","Southern Illinois CoC","coc",237987491.893897
"CA-606","Long Beach CoC","hud_hopwa",237783327.275745
"NC-504","Greensboro, High Point CoC","hud_hopwa",237767500
"OK-502","Oklahoma City CoC","hud_hopwa",233997426.258078
"VA-503","Virginia Beach CoC","home",233741500
"MN-505","St. Cloud/Central Minnesota CoC","elderly",232775100
"MA-504","Springfield/Hampden County CoC","hud_disability",232733200
"CA-601","San Diego City and County CoC","hud_disability",231665500
"TN-503","Central Tennessee CoC","elderly",231656300
"DC-500","District of Columbia CoC","hud_disability",230352900
"HI-500","Hawaii Balance of State CoC","coc",230171500
"NH-501","Manchester CoC","coc",230129765.119966
"NM-501","New Mexico Balance of State CoC","grrp_leading",2.3e+08
"AR-504","Delta Hills CoC","elderly",229233800
"NY-501","Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC","cdbg_entitlement",229064400
"MA-510","Gloucester, Haverhill, Salem/Essex County CoC","hud_disability",228461750.487417
"CA-612","Glendale CoC","home",228253616.455151
"MD-513","Wicomico, Somerset, Worcester Counties CoC","coc",227532200
"WA-502","Spokane City & County CoC","elderly",227419500
"NJ-516","Warren, Sussex, Hunterdon Counties CoC","coc",227228100
"MA-517","Somerville CoC","cdbg_entitlement",226307755.469792
"AL-507","Alabama Balance of State CoC","elderly",226098018.576301
"WA-507","Yakima City & County CoC","home",225743600
"TX-601","Fort Worth, Arlington/Tarrant County CoC","hud_esg",225631770.222882
"MD-502","Harford County CoC","cdbg_entitlement",225122600
"PA-501","Harrisburg/Dauphin County CoC","home",225033500
"IL-504","Madison County CoC","coc",224705300
"GA-504","Augusta-Richmond County CoC","home",224226500
"MO-606","Missouri Balance of State CoC","hud_hopwa",223953200
"SC-500","Charleston/Low Country CoC","hud_hopwa",223920200
"VA-603","Alexandria CoC","cdbg_entitlement",223784700
"OH-502","Cleveland/Cuyahoga County CoC","hud_disability",223445400
"PA-601","Western Pennsylvania CoC","hud_disability",223055400
"MN-502","Rochester/Southeast Minnesota CoC","cdbg_entitlement",222816600
"IA-502","Des Moines/Polk County CoC","home",222767400
"MA-506","Worcester City & County CoC","hud_hopwa",222687100
"FL-603","Ft Myers, Cape Coral/Lee County CoC","home",222684800
"OR-507","Clackamas County CoC","home",222116900
"IL-501","Rockford/Winnebago, Boone Counties CoC","home",221635300
"MA-505","New Bedford CoC","cdbg_entitlement",221205658.010193
"WA-500","Seattle/King County CoC","hud_esg",221049892.524397
"MD-504","Howard County CoC","coc",220855700
"VA-604","Prince William County CoC","coc",220039000
"MT-500","Montana Statewide CoC","home",219217500
"IN-502","Indiana Balance of State CoC","hud_esg",219116100
"MI-512","Grand Traverse, Antrim, Leelanau Counties CoC","coc",218680700
"SC-500","Charleston/Low Country CoC","elderly",218010900
"MI-523","Eaton County CoC","coc",217881800
"IL-508","East St. Louis, Belleville/St. Clair County CoC","elderly",217804900
"AK-500","Anchorage CoC","elderly",217503300
"NJ-504","Newark/Essex County CoC","hud_esg",217123500
"LA-502","Shreveport, Bossier/Northwest Louisiana CoC","home",216149500
"NY-606","Rockland County CoC","home",216049600
"NY-500","Rochester, Irondequoit, Greece/Monroe County CoC","hud_hopwa",215472000
"NJ-513","Somerset County CoC","elderly",214786900
"FL-600","Miami-Dade County CoC","hud_disability",214495600
"FL-512","St. Johns County CoC","cdbg_entitlement",214466200
"GA-505","Columbus-Muscogee/Russell County CoC","home",214334300
"NY-606","Rockland County CoC","hud_disability",213989200
"NY-601","Poughkeepsie/Dutchess County CoC","home",213844200
"NE-502","Lincoln CoC","home",213842424.787625
"NH-500","New Hampshire Balance of State CoC","cdbg_entitlement",213762100
"CA-520","Merced City & County CoC","cdbg_entitlement",213428400
"AR-500","Little Rock/Central Arkansas CoC","hud_disability",213103700
"FL-506","Tallahassee/Leon County CoC","home",213099700
"NM-501","New Mexico Balance of State CoC","home",212854346.339309
"VT-501","Burlington/Chittenden County CoC","coc",212290900
"IL-508","East St. Louis, Belleville/St. Clair County CoC","home",211650500
"CA-608","Riverside City & County CoC","hud_esg",210653200
"NY-522","Jefferson, Lewis, St. Lawrence Counties CoC","coc",210087600
"WA-507","Yakima City & County CoC","cdbg_entitlement",209958700
"LA-508","Houma-Terrebonne, Thibodaux CoC","cdbg_entitlement",209620300
"NJ-513","Somerset County CoC","cdbg_entitlement",209613100
"FL-509","Fort Pierce/St. Lucie, Indian River, Martin Counties CoC","home",209266600
"FL-514","Ocala/Marion County CoC","home",208943300
"OK-501","Tulsa City & County CoC","hud_hopwa",207900600
"MA-515","Fall River CoC","cdbg_entitlement",207032734.749886
"TX-603","El Paso City & County CoC","hud_hopwa",206888900
"NJ-503","Camden City & County/Gloucester, Cape May, Cumberland Counties CoC","hud_disability",206488600
"NC-501","Asheville/Buncombe County CoC","cdbg_entitlement",206371300
"FL-507","Orlando/Orange, Osceola, Seminole Counties CoC","hud_esg",206284500
"NM-500","Albuquerque CoC","hud_hopwa",206171593.776907
"IL-504","Madison County CoC","home",205955800
"MI-503","St. Clair Shores, Warren/Macomb County CoC","coc",205634700
"WI-503","Madison/Dane County CoC","hud_hopwa",204956700
"NY-503","Albany City & County CoC","home",204224800
"CA-507","Marin County CoC","elderly",203501100
"NC-502","Durham City & County CoC","hud_hopwa",203206600
"FL-501","Tampa/Hillsborough County CoC","hud_disability",202262600
"CA-604","Bakersfield/Kern County CoC","hud_hopwa",201173300
"CA-519","Chico, Paradise/Butte County CoC","cdbg_entitlement",200965000
"MA-508","Lowell CoC","cdbg_entitlement",200658995.288879
"VA-604","Prince William County CoC","home",200304500
"WV-508","West Virginia Balance of State CoC","coc",199918200
"MO-600","Springfield/Greene, Christian, Webster Counties CoC","coc",199748700
"NJ-509","Morris County CoC","home",199715400
"AZ-500","Arizona Balance of State CoC","home",199650880.665688
"CA-515","Roseville, Rocklin/Placer, Nevada Counties CoC","cdbg_entitlement",199008200
"VA-501","Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC","hud_disability",198907800
"MA-509","Cambridge CoC","cdbg_entitlement",198624480.988001
"MD-509","Frederick City & County CoC","hud_disability",198231800
"KY-501","Louisville-Jefferson County CoC","hud_esg",197166300
"KY-500","Kentucky Balance of State CoC","home",197001700
"TX-503","Austin/Travis County CoC","elderly",196110800
"MN-503","Dakota, Anoka, Washington, Scott, Carver Counties CoC","elderly",195869508.874931
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","cdbg_entitlement",195793600
"AL-504","Montgomery City & County CoC","home",195682500
"VA-521","Virginia Balance of State CoC","home",195000500
"NC-503","North Carolina Balance of State CoC","hud_disability",194892100
"NH-502","Nashua/Hillsborough County CoC","home",194791177.457846
"CA-614","San Luis Obispo County CoC","coc",194425300
"LA-509","Louisiana Balance of State CoC","elderly",194349200
"UT-500","Salt Lake City & County CoC","elderly",194260531.758473
"VA-502","Roanoke City & County, Salem CoC","coc",194054800
"NH-502","Nashua/Hillsborough County CoC","elderly",193389454.416863
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","coc",193209300
"NY-508","Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC","hud_hopwa",192741171.68368
"NY-519","Columbia, Greene Counties CoC","hcv",192246100
"HI-501","Honolulu City and County CoC","hud_disability",192113600
"GA-504","Augusta-Richmond County CoC","hud_hopwa",191605200
"AL-501","Mobile City & County/Baldwin County CoC","hud_disability",191456800
"TX-701","Bryan, College Station/Brazos Valley CoC","home",191134000
"TN-510","Murfreesboro/Rutherford County CoC","cdbg_entitlement",190957100
"NJ-502","Burlington County CoC","home",190680900
"CA-614","San Luis Obispo County CoC","home",190333300
"MS-500","Jackson/Rankin, Madison Counties CoC","home",190291800
"NJ-511","Paterson/Passaic County CoC","hud_disability",188827900
"CA-503","Sacramento City & County CoC","elderly",188157100
"FL-510","Jacksonville-Duval, Clay Counties CoC","elderly",186664100
"PA-605","Erie City & County CoC","home",186596700
"WI-502","Racine City & County CoC","coc",185809800
"OK-504","Norman/Cleveland County CoC","cdbg_entitlement",185322059.555291
"IA-502","Des Moines/Polk County CoC","hud_hopwa",185251100
"PA-510","Lancaster City & County CoC","elderly",185082000
"MA-507","Pittsfield/Berkshire, Franklin, Hampshire Counties CoC","coc",184539500
"OK-503","Oklahoma Balance of State CoC","home",184490075.852297
"MS-501","Mississippi Balance of State CoC","coc",184284300
"MD-505","Baltimore County CoC","hud_disability",184020700
"CA-513","Visalia/Kings, Tulare Counties CoC","elderly",183953700
"WV-508","West Virginia Balance of State CoC","hud_disability",183852200
"KS-502","Wichita/Sedgwick County CoC","elderly",183504100
"TN-500","Chattanooga/Southeast Tennessee CoC","home",183321900
"IL-518","Rock Island, Moline/Northwestern Illinois CoC","elderly",183042900
"WV-508","West Virginia Balance of State CoC","home",182698500
"FL-501","Tampa/Hillsborough County CoC","hud_esg",182392500
"OH-506","Akron/Summit County CoC","elderly",182330200
"OR-501","Portland, Gresham/Multnomah County CoC","hud_disability",182248400
"CA-503","Sacramento City & County CoC","hud_esg",182244300
"NC-507","Raleigh/Wake County CoC","elderly",182051800
"NY-522","Jefferson, Lewis, St. Lawrence Counties CoC","cdbg_entitlement",181854200
"NY-522","Jefferson, Lewis, St. Lawrence Counties CoC","home",181514700
"MS-500","Jackson/Rankin, Madison Counties CoC","elderly",181235200
"GA-507","Savannah/Chatham County CoC","home",180351000
"OR-502","Medford, Ashland/Jackson County CoC","cdbg_entitlement",179274100
"CA-604","Bakersfield/Kern County CoC","elderly",178679900
"KS-505","Overland Park, Shawnee/Johnson County CoC","coc",178423900
"CA-514","Fresno City & County/Madera County CoC","hud_esg",176815900
"CA-525","El Dorado County CoC","elderly",176598200
"MD-503","Annapolis/Anne Arundel County CoC","home",176583700
"SC-503","Myrtle Beach, Sumter City & County CoC","hud_disability",176218500
"VA-603","Alexandria CoC","hud_disability",176058400
"NV-500","Las Vegas/Clark County CoC","elderly",174470400
"NY-500","Rochester, Irondequoit, Greece/Monroe County CoC","hud_esg",174264500
"FL-508","Gainesville/Alachua, Putnam Counties CoC","coc",174012500
"FL-603","Ft Myers, Cape Coral/Lee County CoC","hud_disability",173720500
"MO-604","Kansas City (MO&KS), Independence, Lee’s Summit/Jackson, Wyandotte Counties CoC","hud_esg",173446600
"MA-505","New Bedford CoC","coc",173118261.194374
"FL-500","Sarasota, Bradenton/Manatee, Sarasota Counties CoC","hud_disability",172630500
"CA-506","Salinas/Monterey, San Benito Counties CoC","home",172324800
"VA-500","Richmond/Henrico, Chesterfield, Hanover Counties CoC","elderly",171977900
"MA-511","Quincy, Brockton, Weymouth, Plymouth City and County CoC","home",171617432.256973
"GA-503","Athens-Clarke County CoC","home",171154300
"LA-503","New Orleans/Jefferson Parish CoC","elderly",170921900
"AK-501","Alaska Balance of State CoC","hcv",170834400
"AL-503","Huntsville/North Alabama CoC","home",170616300
"CA-507","Marin County CoC","home",170112300
"NC-500","Winston-Salem/Forsyth County CoC","elderly",169844300
"ND-500","North Dakota Statewide CoC","coc",169370700
"MI-517","Jackson City & County CoC","coc",168829100
"FL-606","Naples/Collier County CoC","home",168726700
"VA-600","Arlington County CoC","home",168539100
"OH-501","Toledo/Lucas County CoC","hud_disability",168458900
"ID-500","Boise/Ada County CoC","home",168261700
"MI-508","Lansing, East Lansing/Ingham County CoC","home",167026000
"VT-500","Vermont Balance of State CoC","elderly",166610700
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","home",166233200
"GA-501","Georgia Balance of State CoC","hud_esg",166094181.817375
"OH-503","Columbus/Franklin County CoC","hud_esg",165484700
"FL-511","Pensacola/Escambia, Santa Rosa Counties CoC","coc",165135600
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","home",164683400
"AL-506","Tuscaloosa City & County CoC","cdbg_entitlement",164401800
"MI-500","Michigan Balance of State CoC","hud_disability",164038651.621464
"LA-506","Slidell/Southeast Louisiana CoC","elderly",163926200
"FL-513","Palm Bay, Melbourne/Brevard County CoC","coc",163706200
"OR-503","Central Oregon CoC","cdbg_entitlement",163694500
"SC-501","Greenville, Anderson, Spartanburg/Upstate CoC","hud_hopwa",163490300
"MA-502","Lynn CoC","cdbg_entitlement",163485317.794484
"GA-501","Georgia Balance of State CoC","coc",163278600
"IL-519","West Central Illinois CoC","elderly",162943600
"GA-506","Marietta/Cobb County CoC","elderly",162489800
"NJ-501","Bergen County CoC","hud_esg",162073400
"CO-503","Metropolitan Denver CoC","hud_esg",162063100
"MA-515","Fall River CoC","coc",162026357.610459
"NC-511","Fayetteville/Cumberland County CoC","hud_hopwa",161795700
"CA-520","Merced City & County CoC","coc",161758900
"MN-508","Moorhead/West Central Minnesota CoC","coc",160836400
"MA-504","Springfield/Hampden County CoC","hud_hopwa",160580000
"CA-517","Napa City & County CoC","coc",160464800
"MD-500","Cumberland/Allegany County CoC","cdbg_entitlement",160365400
"IN-503","Indianapolis CoC","hud_esg",159601400
"TX-604","Waco/McLennan County CoC","home",158956000
"CA-607","Pasadena CoC","home",158456303.000202
"NC-500","Winston-Salem/Forsyth County CoC","hud_hopwa",157776200
"TN-504","Nashville-Davidson County CoC","elderly",157576900
"TN-501","Memphis/Shelby County CoC","hud_disability",157460000
"MD-601","Montgomery County CoC","hud_disability",157374100
"IL-503","Champaign, Urbana, Rantoul/Champaign County CoC","home",157142700
"VA-513","Harrisonburg, Winchester/Western Virginia CoC","cdbg_entitlement",157063900
"UT-503","Utah Balance of State CoC","coc",157030900
"CO-503","Metropolitan Denver CoC","hud_disability",156634500
"MD-512","Hagerstown/Washington County CoC","cdbg_entitlement",156479800
"CA-515","Roseville, Rocklin/Placer, Nevada Counties CoC","elderly",156139800
"OH-504","Youngstown/Mahoning County CoC","home",155586400
"MI-504","Pontiac, Royal Oak/Oakland County CoC","hud_disability",155385500
"AK-500","Anchorage CoC","home",155229100
"MT-500","Montana Statewide CoC","hud_disability",155215000
"UT-503","Utah Balance of State CoC","elderly",155043200
"AR-504","Delta Hills CoC","hud_disability",154989900
"OH-508","Canton, Massillon, Alliance/Stark County CoC","elderly",154887600
"PA-508","Scranton/Lackawanna County CoC","home",154765600
"AL-503","Huntsville/North Alabama CoC","coc",153420300
"VA-504","Charlottesville CoC","home",153311100
"IL-509","DeKalb City & County CoC","coc",153293200
"MN-502","Rochester/Southeast Minnesota CoC","elderly",152684791.125069
"FL-514","Ocala/Marion County CoC","elderly",152487100
"HI-500","Hawaii Balance of State CoC","hud_hopwa",152010300
"FL-604","Monroe County CoC","hud_hopwa",151948521.508749
"MT-500","Montana Statewide CoC","hud_hopwa",151251400
"AL-504","Montgomery City & County CoC","elderly",151115800
"IL-516","Decatur/Macon County CoC","coc",150756300
"KY-502","Lexington-Fayette County CoC","hud_hopwa",150679100
"WV-503","Charleston/Kanawha, Putnam, Boone, Clay Counties CoC","hud_hopwa",150548300
"DC-500","District of Columbia CoC","grrp_elements",1.5e+08
"OH-500","Cincinnati/Hamilton County CoC","grrp_elements",1.5e+08
"TN-503","Central Tennessee CoC","grrp_elements",1.5e+08
"LA-502","Shreveport, Bossier/Northwest Louisiana CoC","hud_disability",149778100
"IL-513","Springfield/Sangamon County CoC","elderly",149767500
"VT-500","Vermont Balance of State CoC","hud_hopwa",149754000
"TX-611","Amarillo CoC","home",149645846.144253
"WV-501","Huntington/Cabell, Wayne Counties CoC","home",149401800
"CA-500","San Jose/Santa Clara City & County CoC","hud_esg",149041200
"AK-501","Alaska Balance of State CoC","elderly",148842100
"NH-502","Nashua/Hillsborough County CoC","hud_hopwa",148801124.824422
"NC-509","Gastonia/Cleveland, Gaston, Lincoln Counties CoC","elderly",148520200
"KS-503","Topeka/Shawnee County CoC","hud_hopwa",148505400
"NC-506","Wilmington/Brunswick, New Hanover, Pender Counties CoC","home",147885000
"TN-506","Upper Cumberland CoC","coc",147853008.249816
"LA-505","Monroe/Northeast Louisiana CoC","cdbg_entitlement",147811600
"FL-506","Tallahassee/Leon County CoC","hud_disability",147722700
"NC-511","Fayetteville/Cumberland County CoC","coc",147666100
"OK-506","Southwest Oklahoma Regional CoC","cdbg_entitlement",147422000
"CA-516","Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC","cdbg_entitlement",147355900
"CA-604","Bakersfield/Kern County CoC","hud_esg",147109700
"ME-500","Maine Balance of State CoC","hud_hopwa",147055500
"MI-506","Grand Rapids, Wyoming/Kent County CoC","elderly",147045600
"VT-501","Burlington/Chittenden County CoC","cdbg_entitlement",146747600
"IL-507","Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC","home",146634800
"IA-500","Sioux City/Dakota, Woodbury Counties CoC","coc",146565800
"CA-507","Marin County CoC","hud_disability",146563400
"OR-501","Portland, Gresham/Multnomah County CoC","hud_esg",145713200
"VA-502","Roanoke City & County, Salem CoC","home",145514000
"WA-500","Seattle/King County CoC","hud_disability",145214500
"AZ-501","Tucson/Pima County CoC","hud_esg",145067900
"AL-500","Birmingham/Jefferson, St. Clair, Shelby Counties CoC","hud_esg",144977900
"MN-509","Duluth/St. Louis County CoC","hud_disability",144663800
"MD-501","Baltimore CoC","grrp_elements",144611900
"NJ-511","Paterson/Passaic County CoC","elderly",144566800
"MD-502","Harford County CoC","elderly",144559500
"TN-510","Murfreesboro/Rutherford County CoC","coc",144021300
"LA-502","Shreveport, Bossier/Northwest Louisiana CoC","elderly",143595700
"NC-513","Chapel Hill/Orange County CoC","coc",143509800
"RI-500","Rhode Island Statewide CoC","hud_esg",143156900
"KS-507","Kansas Balance of State CoC","coc",142772600
"OK-506","Southwest Oklahoma Regional CoC","hcv",142512800
"VA-508","Lynchburg CoC","cdbg_entitlement",142368800
"CA-519","Chico, Paradise/Butte County CoC","elderly",142094500
"NY-510","Ithaca/Tompkins County CoC","coc",142029500
"LA-500","Lafayette/Acadiana Regional CoC","home",141949100
"CA-521","Davis, Woodland/Yolo County CoC","elderly",141913900
"NJ-508","Monmouth County CoC","hud_disability",141641300
"WI-501","Milwaukee City & County CoC","hud_disability",141493100
"MI-500","Michigan Balance of State CoC","elderly",141380200
"MD-511","Mid-Shore Regional CoC","coc",140633800
"VA-603","Alexandria CoC","home",140584200
"VA-513","Harrisonburg, Winchester/Western Virginia CoC","home",140136500
"HI-501","Honolulu City and County CoC","hud_esg",139468100
"OR-503","Central Oregon CoC","coc",139293200
"IL-500","McHenry County CoC","home",138984171.456903
"NY-518","Utica, Rome/Oneida, Madison Counties CoC","home",138178400
"IL-513","Springfield/Sangamon County CoC","home",137688900
"NY-608","Kingston/Ulster County CoC","cdbg_entitlement",137271300
"MA-507","Pittsfield/Berkshire, Franklin, Hampshire Counties CoC","elderly",136657800
"WI-502","Racine City & County CoC","home",136497400
"KY-500","Kentucky Balance of State CoC","hud_disability",136233600
"NJ-513","Somerset County CoC","home",135997000
"TN-506","Upper Cumberland CoC","elderly",135854400
"VT-501","Burlington/Chittenden County CoC","elderly",135647700
"NE-501","Omaha, Council Bluffs CoC","hud_disability",135324900
"NJ-512","Salem County CoC","hcv",135311700
"TX-503","Austin/Travis County CoC","hud_esg",134887463.197512
"OH-505","Dayton, Kettering/Montgomery County CoC","hud_esg",134575800
"AR-505","Southeast Arkansas CoC","elderly",134546000
"GA-504","Augusta-Richmond County CoC","elderly",134391900
"IL-518","Rock Island, Moline/Northwestern Illinois CoC","coc",133996000
"NJ-500","Atlantic City & County CoC","elderly",133988900
"NY-504","Cattaraugus County CoC","hcv",133915000
