"state","county","GEOID","total_county_pop","Organization","Spending"
"MS","Harrison County",28047,206169,"home",1103472
"MS","Harrison County",28047,206169,"hud_disability",183
"MS","Hinds County",28049,235604,"cdbg_entitlement",3224999
"MS","Hinds County",28049,235604,"coc",2546266
"MS","Hinds County",28049,235604,"elderly",1582846
"MS","Hinds County",28049,235604,"hcv",99930166
"MS","Hinds County",28049,235604,"home",1902918
"MS","Hinds County",28049,235604,"hud_disability",326941
"MS","Hinds County",28049,235604,"hud_esg",306270
"MS","Hinds County",28049,235604,"hud_hopwa",8225666
"MS","Holmes County",28051,17414,"elderly",151662
"MS","Jackson County",28059,142872,"cdbg_entitlement",594826
"MS","Jackson County",28059,142872,"coc",875172
"MS","Jackson County",28059,142872,"elderly",175822
"MS","Jackson County",28059,142872,"hud_disability",75549
"MS","Jefferson Davis County",28065,11182,"elderly",197844
"MS","Jones County",28067,68307,"hud_disability",1378
"MS","Lafayette County",28071,54059,"hcv",7838442
"MS","Lauderdale County",28075,75557,"coc",138158
"MS","Lauderdale County",28075,75557,"hcv",5280475
"MS","Lauderdale County",28075,75557,"hud_disability",182356
"MS","Lee County",28081,85304,"elderly",460507
"MS","Leflore County",28083,28764,"elderly",593426
"MS","Leflore County",28083,28764,"hcv",2185464
"MS","Leflore County",28083,28764,"hud_disability",448826
"MS","Lowndes County",28087,58896,"coc",131056
"MS","Lowndes County",28087,58896,"elderly",348613
"MS","Lowndes County",28087,58896,"hcv",24257598
"MS","Madison County",28089,105482,"coc",738792
"MS","Newton County",28101,21215,"hcv",23878400
"MS","Panola County",28107,34079,"elderly",343793
"MS","Pearl River County",28109,55512,"coc",382003
"MS","Pearl River County",28109,55512,"elderly",112310
"MS","Pearl River County",28109,55512,"hud_disability",288202
"MS","Pike County",28113,39365,"hcv",16390136
"MS","Prentiss County",28117,25155,"hud_disability",141393
"MS","Rankin County",28121,154119,"coc",738792
"MS","Rankin County",28121,154119,"hud_disability",72935
"MS","Sharkey County",28125,4427,"hud_disability",220771
"MS","Simpson County",28127,26818,"elderly",228279
"MS","Stone County",28131,18282,"coc",382003
"MS","Stone County",28131,18282,"elderly",76082
"MS","Sunflower County",28133,25759,"elderly",252661
"MS","Sunflower County",28133,25759,"hud_disability",69466
"MS","Tallahatchie County",28135,14041,"elderly",648446
"MS","Tippah County",28139,21976,"hud_disability",233496
"MS","Tishomingo County",28141,19396,"hud_disability",86174
"MS","Tunica County",28143,9807,"elderly",150357
"MS","Warren County",28149,46030,"elderly",229506
"MS","Warren County",28149,46030,"hud_disability",343464
"MS","Washington County",28151,45072,"hcv",20993615
"MS","Washington County",28151,45072,"hud_disability",66670
"MS","Winston County",28159,18116,"hud_disability",162105
"MS","Yazoo County",28163,28511,"hud_disability",99053
"MT","Big Horn County",30003,13302,"hcv",25824
"MT","Cascade County",30013,81576,"cdbg_entitlement",1546838
"MT","Cascade County",30013,81576,"elderly",352181
"MT","Cascade County",30013,81576,"hcv",2231764
"MT","Cascade County",30013,81576,"home",619077
"MT","Cascade County",30013,81576,"hud_disability",596002
"MT","Flathead County",30029,102001,"coc",190099
"MT","Flathead County",30029,102001,"elderly",63893
"MT","Flathead County",30029,102001,"hcv",229765
"MT","Gallatin County",30031,111401,"coc",516955
"MT","Gallatin County",30031,111401,"elderly",279288
"MT","Gallatin County",30031,111401,"hud_disability",187358
"MT","Glacier County",30035,13706,"hcv",552218
"MT","Lake County",30047,30383,"hcv",411186
"MT","Lewis and Clark County",30049,68714,"coc",343656
"MT","Lewis and Clark County",30049,68714,"elderly",221413
"MT","Lewis and Clark County",30049,68714,"hcv",52143640
"MT","Lewis and Clark County",30049,68714,"hud_disability",138162
"MT","Lewis and Clark County",30049,68714,"hud_hopwa",1512514
"MT","Missoula County",30063,119062,"cdbg_entitlement",1117687
"MT","Missoula County",30063,119062,"coc",1298347
"MT","Missoula County",30063,119062,"elderly",568893
"MT","Missoula County",30063,119062,"hcv",16031817
"MT","Missoula County",30063,119062,"home",822261
"MT","Missoula County",30063,119062,"hud_disability",469204
"MT","Ravalli County",30081,43424,"coc",146952
"MT","Richland County",30083,11097,"hcv",456146
"MT","Sheridan County",30091,3389,"elderly",87011
"MT","Silver Bow County",30093,34895,"coc",210453
"MT","Silver Bow County",30093,34895,"elderly",487442
"MT","Silver Bow County",30093,34895,"hcv",5382949
"MT","Yellowstone County",30111,160390,"cdbg_entitlement",1272318
"MT","Yellowstone County",30111,160390,"coc",236936
"MT","Yellowstone County",30111,160390,"elderly",1504446
"MT","Yellowstone County",30111,160390,"hcv",9393334
"MT","Yellowstone County",30111,160390,"home",750837
"MT","Yellowstone County",30111,160390,"hud_disability",161424
"NC","Alamance County",37001,166144,"cdbg_entitlement",934858
"NC","Alamance County",37001,166144,"elderly",95631
"NC","Alamance County",37001,166144,"hcv",10263996
"NC","Alamance County",37001,166144,"hud_disability",185469
"NC","Alleghany County",37005,11085,"coc",81375
"NC","Anson County",37007,24430,"hcv",1667059
"NC","Ashe County",37009,27009,"coc",81375
"NC","Ashe County",37009,27009,"elderly",172392
"NC","Ashe County",37009,27009,"hud_disability",48598
"NC","Avery County",37011,17510,"coc",81375
"NC","Beaufort County",37013,47160,"elderly",8560397
"NC","Beaufort County",37013,47160,"hcv",2850512
"NC","Beaufort County",37013,47160,"hud_disability",167994
"NC","Bertie County",37015,19081,"hud_disability",109
"NC","Bladen County",37017,33209,"hcv",2245685
"NC","Brunswick County",37019,137303,"coc",186335
"NC","Brunswick County",37019,137303,"hcv",4805444
"NC","Buncombe County",37021,259576,"cdbg_entitlement",2063713
"NC","Buncombe County",37021,259576,"coc",4593625
"NC","Buncombe County",37021,259576,"hcv",58024193
"NC","Buncombe County",37021,259576,"home",2729939
"NC","Buncombe County",37021,259576,"hud_disability",264110
"NC","Burke County",37023,90148,"cdbg_entitlement",392962
"NC","Burke County",37023,90148,"hud_disability",393
"NC","Cabarrus County",37025,211605,"cdbg_entitlement",2035025
"NC","Cabarrus County",37025,211605,"elderly",157267
"NC","Cabarrus County",37025,211605,"hcv",10177440
"NC","Cabarrus County",37025,211605,"home",2770520
"NC","Cabarrus County",37025,211605,"hud_disability",13038
"NC","Caldwell County",37027,82056,"cdbg_entitlement",296459
"NC","Caldwell County",37027,82056,"home",2431608
"NC","Caldwell County",37027,82056,"hud_disability",200
"NC","Carteret County",37031,69301,"elderly",188607
"NC","Carteret County",37031,69301,"hcv",3639454
"NC","Caswell County",37033,22619,"hcv",2079150
"NC","Catawba County",37035,158507,"cdbg_entitlement",660861
"NC","Catawba County",37035,158507,"elderly",203736
"NC","Catawba County",37035,158507,"hcv",17111847
"NC","Catawba County",37035,158507,"hud_disability",36900
"NC","Chatham County",37037,72853,"hcv",5296739
"NC","Cherokee County",37039,28413,"hcv",3686583
"NC","Chowan County",37041,13995,"hcv",15726581
"NC","Cleveland County",37045,97765,"coc",309489
"NC","Cleveland County",37045,97765,"elderly",520960
"NC","Columbus County",37047,55659,"elderly",181886
"NC","Columbus County",37047,55659,"hcv",3654256
"NC","Columbus County",37047,55659,"hud_disability",17230
"NC","Craven County",37049,102290,"cdbg_entitlement",563908
"NC","Craven County",37049,102290,"elderly",820664
"NC","Craven County",37049,102290,"hcv",12566027
"NC","Craven County",37049,102290,"hud_disability",43636
"NC","Cumberland County",37051,334562,"cdbg_entitlement",5197793
"NC","Cumberland County",37051,334562,"coc",1476661
"NC","Cumberland County",37051,334562,"elderly",329029
"NC","Cumberland County",37051,334562,"hcv",31522287
"NC","Cumberland County",37051,334562,"home",3120362
"NC","Cumberland County",37051,334562,"hud_disability",43489
"NC","Cumberland County",37051,334562,"hud_hopwa",1617957
"NC","Currituck County",37053,27210,"hud_disability",187
"NC","Davidson County",37057,166837,"elderly",473786
"NC","Davidson County",37057,166837,"hcv",8739358
"NC","Davidson County",37057,166837,"hud_disability",7131
"NC","Duplin County",37061,58965,"coc",199127
"NC","Duplin County",37061,58965,"hud_disability",460
"NC","Durham County",37063,317665,"cdbg_entitlement",4116065
"NC","Durham County",37063,317665,"coc",3065767
"NC","Durham County",37063,317665,"elderly",276702
"NC","Durham County",37063,317665,"hcv",55324398
"NC","Durham County",37063,317665,"home",2632535
"NC","Durham County",37063,317665,"hud_disability",75038
"NC","Durham County",37063,317665,"hud_esg",362295
"NC","Durham County",37063,317665,"hud_hopwa",2032066
"NC","Edgecombe County",37065,52069,"hcv",8287615
"NC","Forsyth County",37067,378499,"cdbg_entitlement",4093499
"NC","Forsyth County",37067,378499,"coc",4791859
"NC","Forsyth County",37067,378499,"elderly",1698443
"NC","Forsyth County",37067,378499,"hcv",61969975
"NC","Forsyth County",37067,378499,"home",2963436
"NC","Forsyth County",37067,378499,"hud_disability",887135
"NC","Forsyth County",37067,378499,"hud_esg",363905
"NC","Forsyth County",37067,378499,"hud_hopwa",1577762
"NC","Franklin County",37069,68027,"hud_disability",262
"NC","Gaston County",37071,222119,"cdbg_entitlement",1192781
"NC","Gaston County",37071,222119,"coc",1313115
"NC","Gaston County",37071,222119,"elderly",964242
"NC","Gaston County",37071,222119,"hcv",24193194
"NC","Gaston County",37071,222119,"home",1662332
"NC","Gaston County",37071,222119,"hud_disability",457702
"NC","Gates County",37073,11519,"hud_disability",46469
"NC","Greene County",37079,20987,"hcv",2670661
"NC","Guilford County",37081,532956,"cdbg_entitlement",6511986
"NC","Guilford County",37081,532956,"coc",4643458
"NC","Guilford County",37081,532956,"elderly",1073669
"NC","Guilford County",37081,532956,"hcv",79117510
"NC","Guilford County",37081,532956,"home",4844611
"NC","Guilford County",37081,532956,"hud_disability",1111662
"NC","Guilford County",37081,532956,"hud_esg",405711
"NC","Guilford County",37081,532956,"hud_hopwa",2377675
"NC","Halifax County",37083,50678,"elderly",380000
"NC","Halifax County",37083,50678,"home",854162
"NC","Harnett County",37085,134328,"elderly",1158335
"NC","Harnett County",37085,134328,"hud_disability",3530
"NC","Haywood County",37087,61862,"elderly",94254
"NC","Haywood County",37087,61862,"hcv",11105703
"NC","Haywood County",37087,61862,"home",1273453
"NC","Haywood County",37087,61862,"hud_disability",113767
"NC","Henderson County",37089,116298,"coc",328141
"NC","Henderson County",37089,116298,"elderly",141664
"NC","Henderson County",37089,116298,"hcv",9104788
"NC","Henderson County",37089,116298,"hud_disability",62469
"NC","Iredell County",37097,178853,"cdbg_entitlement",222398
"NC","Iredell County",37097,178853,"elderly",644843
"NC","Iredell County",37097,178853,"hcv",11753579
"NC","Iredell County",37097,178853,"hud_disability",90
"NC","Johnston County",37101,203308,"elderly",374113
"NC","Johnston County",37101,203308,"hcv",9914473
"NC","Lee County",37105,61083,"hcv",8700642
"NC","Lee County",37105,61083,"hud_disability",16429
"NC","Lenoir County",37107,56350,"hcv",8949480
"NC","Lincoln County",37109,84580,"coc",309489
"NC","Lincoln County",37109,84580,"hcv",3186947
"NC","Lincoln County",37109,84580,"hud_disability",68210
"NC","Macon County",37113,35172,"hcv",1340522
"NC","Madison County",37115,21608,"hcv",2565811
"NC","Martin County",37117,22644,"hcv",1243039
"NC","McDowell County",37111,45402,"home",1651714
"NC","Mecklenburg County",37119,1095170,"cdbg_entitlement",13176217
"NC","Mecklenburg County",37119,1095170,"coc",13905110
"NC","Mecklenburg County",37119,1095170,"elderly",1185328
"NC","Mecklenburg County",37119,1095170,"hcv",1.87e+08
"NC","Mecklenburg County",37119,1095170,"home",6993126
"NC","Mecklenburg County",37119,1095170,"hud_disability",1153521
"NC","Mecklenburg County",37119,1095170,"hud_esg",994928
"NC","Mecklenburg County",37119,1095170,"hud_hopwa",6927069
"NC","Mitchell County",37121,14959,"coc",81375
"NC","Moore County",37125,99263,"elderly",665787
"NC","Moore County",37125,99263,"hcv",6376306
"NC","Moore County",37125,99263,"hud_disability",123408
"NC","Nash County",37127,94287,"cdbg_entitlement",997327
"NC","Nash County",37127,94287,"elderly",118756
"NC","Nash County",37127,94287,"home",920212
"NC","New Hanover County",37129,231448,"cdbg_entitlement",1957936
"NC","New Hanover County",37129,231448,"coc",339306
"NC","New Hanover County",37129,231448,"elderly",869045
"NC","New Hanover County",37129,231448,"hcv",25095880
"NC","New Hanover County",37129,231448,"home",1478850
"NC","New Hanover County",37129,231448,"hud_disability",68745
"NC","Northampton County",37131,19672,"elderly",87085
"NC","Northampton County",37131,19672,"hcv",8982657
"NC","Onslow County",37133,198377,"cdbg_entitlement",756753
"NC","Onslow County",37133,198377,"hcv",7689730
"NC","Onslow County",37133,198377,"hud_disability",322282
"NC","Orange County",37135,146354,"cdbg_entitlement",840980
"NC","Orange County",37135,146354,"coc",1435098
"NC","Orange County",37135,146354,"elderly",508522
"NC","Orange County",37135,146354,"hcv",10945476
"NC","Orange County",37135,146354,"home",872994
"NC","Orange County",37135,146354,"hud_disability",41047
"NC","Pender County",37141,61891,"coc",186335
"NC","Pender County",37141,61891,"hcv",2262034
"NC","Perquimans County",37143,13513,"hud_disability",7143
"NC","Person County",37145,39561,"elderly",30031
"NC","Person County",37145,39561,"hud_disability",937
"NC","Pitt County",37147,179961,"cdbg_entitlement",1939229
"NC","Pitt County",37147,179961,"coc",1627709
"NC","Pitt County",37147,179961,"elderly",468824
"NC","Pitt County",37147,179961,"hcv",15693095
"NC","Pitt County",37147,179961,"home",1207159
"NC","Randolph County",37151,143460,"hcv",6209680
"NC","Randolph County",37151,143460,"hud_disability",16421
"NC","Richmond County",37153,44759,"elderly",259361
"NC","Richmond County",37153,44759,"hcv",718039
"NC","Richmond County",37153,44759,"hud_disability",167444
"NC","Robeson County",37155,131656,"elderly",506501
"NC","Robeson County",37155,131656,"hcv",9999335
"NC","Robeson County",37155,131656,"hud_disability",629
"NC","Rockingham County",37157,91051,"coc",213986
"NC","Rockingham County",37157,91051,"hcv",2170519
"NC","Rockingham County",37157,91051,"hud_disability",864
"NC","Rowan County",37159,140978,"cdbg_entitlement",598108
"NC","Rowan County",37159,140978,"hcv",12986355
"NC","Rowan County",37159,140978,"hud_disability",332491
"NC","Rutherford County",37161,66741,"elderly",758215
"NC","Rutherford County",37161,66741,"hcv",12977818
"NC","Rutherford County",37161,66741,"hud_disability",39473
"NC","Sampson County",37163,63284,"elderly",522293
"NC","Scotland County",37165,34921,"hcv",12213186
"NC","Stanly County",37167,62050,"elderly",479351
"NC","Stanly County",37167,62050,"hcv",1951415
"NC","Stanly County",37167,62050,"hud_disability",73964
"NC","Stokes County",37169,45688,"elderly",162579
"NC","Surry County",37171,71904,"elderly",246075
"NC","Surry County",37171,71904,"home",1322236
"NC","Surry County",37171,71904,"hud_disability",534
"NC","Union County",37179,235767,"cdbg_entitlement",2207728
"NC","Union County",37179,235767,"coc",200148
"NC","Union County",37179,235767,"hcv",6134026
"NC","Union County",37179,235767,"hud_disability",8673
"NC","Vance County",37181,44614,"elderly",83817
"NC","Vance County",37181,44614,"hcv",6299425
"NC","Wake County",37183,1091662,"cdbg_entitlement",11354121
"NC","Wake County",37183,1091662,"coc",8907786
"NC","Wake County",37183,1091662,"elderly",1820518
"NC","Wake County",37183,1091662,"hcv",86370897
"NC","Wake County",37183,1091662,"home",5336237
"NC","Wake County",37183,1091662,"hud_disability",3178544
"NC","Wake County",37183,1091662,"hud_esg",885972
"NC","Wake County",37183,1091662,"hud_hopwa",10863256
"NC","Washington County",37187,11788,"hud_disability",18294
"NC","Watauga County",37189,55669,"coc",418652
"NC","Watauga County",37189,55669,"hcv",24735831
"NC","Watauga County",37189,55669,"hud_disability",43635
"NC","Wayne County",37191,123785,"cdbg_entitlement",720258
"NC","Wayne County",37191,123785,"elderly",238653
"NC","Wayne County",37191,123785,"hcv",3305873
"NC","Wayne County",37191,123785,"home",573806
"NC","Wilkes County",37193,68341,"coc",81375
"NC","Wilkes County",37193,68341,"hud_disability",11444
"NC","Wilson County",37195,81579,"elderly",212641
"NC","Wilson County",37195,81579,"hcv",8110629
"NC","Wilson County",37195,81579,"hud_disability",120601
"NC","Yancey County",37199,17870,"coc",81375
"ND","Barnes County",38003,10592,"hcv",2574026
"ND","Barnes County",38003,10592,"hud_disability",26270
"ND","Benson County",38005,6860,"hcv",158628
"ND","Burleigh County",38015,95509,"cdbg_entitlement",761171
"ND","Burleigh County",38015,95509,"coc",477534
"ND","Burleigh County",38015,95509,"hcv",10884217
"ND","Burleigh County",38015,95509,"hud_disability",47315
"ND","Cass County",38017,179937,"cdbg_entitlement",1648833
"ND","Cass County",38017,179937,"coc",1089946
"ND","Cass County",38017,179937,"elderly",98198
"ND","Cass County",38017,179937,"hcv",25713545
"ND","Cass County",38017,179937,"home",1070086
"ND","Cass County",38017,179937,"hud_disability",82060
"ND","Dickey County",38021,4857,"hcv",933849
"ND","Dunn County",38025,4362,"coc",36500
"ND","Grand Forks County",38035,70243,"cdbg_entitlement",922496
"ND","Grand Forks County",38035,70243,"coc",89727
"ND","Grand Forks County",38035,70243,"elderly",152304
"ND","Grand Forks County",38035,70243,"hcv",19918553
"ND","Grand Forks County",38035,70243,"hud_disability",376969
"ND","McIntosh County",38051,2535,"hcv",605523
"ND","Morton County",38059,31118,"hcv",7689688
"ND","Pembina County",38067,6850,"hcv",1765237
"ND","Ramsey County",38071,11521,"hcv",1196127
"ND","Ransom County",38073,5258,"hcv",747956
"ND","Renville County",38075,2387,"hcv",290510
"ND","Rolette County",38079,14437,"hcv",759854
"ND","Sioux County",38085,4339,"hcv",196913
"ND","Stark County",38089,31164,"elderly",80185
"ND","Stark County",38089,31164,"hcv",3981123
"ND","Stutsman County",38093,20879,"hcv",7047730
"ND","Stutsman County",38093,20879,"hud_disability",154471
"ND","Towner County",38095,2191,"hcv",77113
"ND","Traill County",38097,7999,"hcv",507439
"ND","Walsh County",38099,10642,"hcv",645577
"ND","Ward County",38101,68962,"hcv",10874198
"ND","Ward County",38101,68962,"hud_disability",122972
"ND","Williams County",38105,36044,"hcv",1085862
"ND","Williams County",38105,36044,"hud_disability",56464
"NE","Adams County",31001,31541,"elderly",268084
"NE","Adams County",31001,31541,"hcv",3796342
"NE","Adams County",31001,31541,"hud_disability",82816
"NE","Box Butte County",31013,10845,"elderly",112077
"NE","Box Butte County",31013,10845,"hcv",1112987
"NE","Buffalo County",31019,49594,"coc",90717
"NE","Buffalo County",31019,49594,"elderly",34188
"NE","Buffalo County",31019,49594,"hcv",1496153
"NE","Chase County",31029,3707,"elderly",44678
"NE","Cherry County",31031,5801,"hud_disability",9553
"NE","Cheyenne County",31033,9428,"hud_disability",20257
"NE","Cuming County",31039,8882,"hcv",1528870
"NE","Custer County",31041,10788,"coc",826968
"NE","Dakota County",31043,20124,"coc",854223
"NE","Dakota County",31043,20124,"elderly",141700
"NE","Dakota County",31043,20124,"hcv",2777333
"NE","Dawson County",31047,23638,"elderly",126119
"NE","Dawson County",31047,23638,"hcv",1635732
"NE","Dodge County",31053,36565,"coc",374996
"NE","Dodge County",31053,36565,"hcv",1967920
"NE","Douglas County",31055,565739,"cdbg_entitlement",8577523
"NE","Douglas County",31055,565739,"coc",5642928
"NE","Douglas County",31055,565739,"elderly",1983390
"NE","Douglas County",31055,565739,"hcv",1e+08
"NE","Douglas County",31055,565739,"home",4768680
"NE","Douglas County",31055,565739,"hud_disability",1134748
"NE","Douglas County",31055,565739,"hud_esg",774793
"NE","Gage County",31067,21548,"hcv",1500000
"NE","Hall County",31079,61338,"cdbg_entitlement",704907
"NE","Hall County",31079,61338,"hcv",6069308
"NE","Hall County",31079,61338,"hud_disability",523845
"NE","Jefferson County",31095,7102,"coc",511440
"NE","Keith County",31101,8048,"hcv",1942133
"NE","Lancaster County",31109,315976,"cdbg_entitlement",3702410
"NE","Lancaster County",31109,315976,"coc",8757592
"NE","Lancaster County",31109,315976,"hcv",38523267
"NE","Lancaster County",31109,315976,"home",2563667
"NE","Lancaster County",31109,315976,"hud_disability",310480
"NE","Lancaster County",31109,315976,"hud_esg",324148
"NE","Lancaster County",31109,315976,"hud_hopwa",1602313
"NE","Madison County",31119,35023,"hcv",2387072
"NE","Madison County",31119,35023,"hud_disability",100155
"NE","Platte County",31141,33250,"hcv",1055053
"NE","Red Willow County",31145,10725,"hcv",377040
"NE","Red Willow County",31145,10725,"hud_disability",1238
"NE","Saline County",31151,14221,"hcv",192762
"NE","Sarpy County",31153,183956,"cdbg_entitlement",710784
"NE","Sarpy County",31153,183956,"coc",1937903
"NE","Sarpy County",31153,183956,"elderly",978962
"NE","Sarpy County",31153,183956,"hcv",5238512
"NE","Sarpy County",31153,183956,"hud_disability",108021
"NE","Scotts Bluff County",31157,35884,"coc",508785
"NE","Scotts Bluff County",31157,35884,"hcv",4128176
"NE","Sherman County",31163,3015,"coc",1113078
"NE","Sherman County",31163,3015,"hcv",1133480
"NE","Thurston County",31173,7218,"elderly",69654
"NE","Washington County",31177,20546,"elderly",11715
"NE","York County",31185,13671,"hcv",886963
"NH","Belknap County",33001,61174,"elderly",584203
"NH","Belknap County",33001,61174,"hcv",8080130
"NH","Cheshire County",33005,76040,"elderly",701419
"NH","Cheshire County",33005,76040,"hcv",16380634
"NH","Coos County",33007,31486,"elderly",768611
"NH","Coos County",33007,31486,"hcv",3418844
"NH","Grafton County",33009,90331,"elderly",1213388
"NH","Grafton County",33009,90331,"hcv",2648898
"NH","Hillsborough County",33011,415305,"cdbg_entitlement",4595763
"NH","Hillsborough County",33011,415305,"coc",8454118
"NH","Hillsborough County",33011,415305,"elderly",2657216
"NH","Hillsborough County",33011,415305,"hcv",1.64e+08
"NH","Hillsborough County",33011,415305,"home",2676476
"NH","Hillsborough County",33011,415305,"hud_disability",301999
"NH","Hillsborough County",33011,415305,"hud_esg",298183
"NH","Hillsborough County",33011,415305,"hud_hopwa",2044562
"NH","Merrimack County",33013,150902,"coc",4888886
"NH","Merrimack County",33013,150902,"elderly",1696412
"NH","Merrimack County",33013,150902,"grrp_elements",750000
"NH","Merrimack County",33013,150902,"hcv",4806425
"NH","Merrimack County",33013,150902,"hud_disability",401022
"NH","Merrimack County",33013,150902,"hud_hopwa",764242
"NH","Rockingham County",33015,308211,"cdbg_entitlement",1053252
"NH","Rockingham County",33015,308211,"elderly",564528
"NH","Rockingham County",33015,308211,"hcv",16669180
"NH","Strafford County",33017,130161,"cdbg_entitlement",1084369
"NH","Strafford County",33017,130161,"elderly",1353356
"NH","Strafford County",33017,130161,"hcv",21209695
"NH","Sullivan County",33019,43173,"hcv",3593082
"NJ","Atlantic County",34001,264650,"cdbg_entitlement",6215159
"NJ","Atlantic County",34001,264650,"coc",918313
"NJ","Atlantic County",34001,264650,"elderly",1339889
"NJ","Atlantic County",34001,264650,"hcv",29511443
"NJ","Atlantic County",34001,264650,"home",2504140
"NJ","Atlantic County",34001,264650,"hud_disability",671856
"NJ","Bergen County",34003,931275,"cdbg_entitlement",18251871
"NJ","Bergen County",34003,931275,"coc",11796661
"NJ","Bergen County",34003,931275,"elderly",773755
"NJ","Bergen County",34003,931275,"hcv",1.87e+08
"NJ","Bergen County",34003,931275,"home",6142228
"NJ","Bergen County",34003,931275,"hud_disability",1085595
"NJ","Bergen County",34003,931275,"hud_esg",1620734
"NJ","Burlington County",34005,446301,"cdbg_entitlement",2904967
"NJ","Burlington County",34005,446301,"coc",1114466
"NJ","Burlington County",34005,446301,"elderly",230548
"NJ","Burlington County",34005,446301,"home",1906809
"NJ","Burlington County",34005,446301,"hud_disability",170491
"NJ","Camden County",34007,506721,"cdbg_entitlement",11174230
"NJ","Camden County",34007,506721,"coc",3581699
"NJ","Camden County",34007,506721,"elderly",6683602
"NJ","Camden County",34007,506721,"hcv",40182848
"NJ","Camden County",34007,506721,"home",4669331
"NJ","Camden County",34007,506721,"hud_disability",2030714
"NJ","Camden County",34007,506721,"hud_esg",862940
"NJ","Camden County",34007,506721,"hud_hopwa",2529353
"NJ","Cape May County",34009,92701,"cdbg_entitlement",550305
"NJ","Cape May County",34009,92701,"coc",1351344
"NJ","Cape May County",34009,92701,"elderly",558999
"NJ","Cape May County",34009,92701,"hud_disability",34172
"NJ","Cumberland County",34011,150085,"cdbg_entitlement",2071244
"NJ","Cumberland County",34011,150085,"coc",1286476
"NJ","Cumberland County",34011,150085,"elderly",1765523
"NJ","Cumberland County",34011,150085,"hcv",22630751
"NJ","Cumberland County",34011,150085,"home",1300280
"NJ","Essex County",34013,798698,"cdbg_entitlement",31243021
"NJ","Essex County",34013,798698,"coc",10349540
"NJ","Essex County",34013,798698,"elderly",8125364
"NJ","Essex County",34013,798698,"hcv",2.48e+08
"NJ","Essex County",34013,798698,"home",11278023
"NJ","Essex County",34013,798698,"hud_disability",1082658
"NJ","Essex County",34013,798698,"hud_esg",2171235
"NJ","Essex County",34013,798698,"hud_hopwa",11147869
"NJ","Gloucester County",34015,291745,"cdbg_entitlement",3382458
"NJ","Gloucester County",34015,291745,"coc",1575452
"NJ","Gloucester County",34015,291745,"elderly",1260069
"NJ","Gloucester County",34015,291745,"hcv",42776108
"NJ","Gloucester County",34015,291745,"home",1233097
"NJ","Hudson County",34017,671923,"cdbg_entitlement",20606675
"NJ","Hudson County",34017,671923,"coc",15481364
"NJ","Hudson County",34017,671923,"elderly",1020222
"NJ","Hudson County",34017,671923,"hcv",2.08e+08
"NJ","Hudson County",34017,671923,"home",10328337
"NJ","Hudson County",34017,671923,"hud_esg",1334898
"NJ","Hudson County",34017,671923,"hud_hopwa",4892444
"NJ","Hunterdon County",34019,125063,"cdbg_entitlement",1212903
"NJ","Hunterdon County",34019,125063,"coc",490487
"NJ","Hunterdon County",34019,125063,"elderly",-2043640
"NJ","Hunterdon County",34019,125063,"hcv",10667478
"NJ","Mercer County",34021,368085,"cdbg_entitlement",6454432
"NJ","Mercer County",34021,368085,"coc",13268397
"NJ","Mercer County",34021,368085,"elderly",3463024
"NJ","Mercer County",34021,368085,"hcv",6.33e+08
"NJ","Mercer County",34021,368085,"home",3588573
"NJ","Mercer County",34021,368085,"hud_disability",830040
"NJ","Mercer County",34021,368085,"hud_esg",513383
"NJ","Mercer County",34021,368085,"hud_hopwa",3701935
"NJ","Middlesex County",34023,825015,"cdbg_entitlement",10624797
"NJ","Middlesex County",34023,825015,"coc",6047316
"NJ","Middlesex County",34023,825015,"elderly",4823053
"NJ","Middlesex County",34023,825015,"hcv",1.36e+08
"NJ","Middlesex County",34023,825015,"home",5905565
"NJ","Middlesex County",34023,825015,"hud_disability",511088
"NJ","Middlesex County",34023,825015,"hud_esg",147551
"NJ","Monmouth County",34025,620821,"cdbg_entitlement",7306546
"NJ","Monmouth County",34025,620821,"coc",10421407
"NJ","Monmouth County",34025,620821,"elderly",3670765
"NJ","Monmouth County",34025,620821,"hcv",1.17e+08
"NJ","Monmouth County",34025,620821,"home",3314798
"NJ","Monmouth County",34025,620821,"hud_disability",1416413
"NJ","Monmouth County",34025,620821,"hud_esg",417065
"NJ","Morris County",34027,492715,"cdbg_entitlement",4285273
"NJ","Morris County",34027,492715,"coc",3285281
"NJ","Morris County",34027,492715,"elderly",1235836
"NJ","Morris County",34027,492715,"hcv",47240477
"NJ","Morris County",34027,492715,"home",1997154
"NJ","Morris County",34027,492715,"hud_disability",3169254
"NJ","Morris County",34027,492715,"hud_esg",335390
"NJ","Ocean County",34029,602018,"cdbg_entitlement",6807212
"NJ","Ocean County",34029,602018,"coc",836124
"NJ","Ocean County",34029,602018,"elderly",3992740
"NJ","Ocean County",34029,602018,"hcv",72349115
"NJ","Ocean County",34029,602018,"home",2985271
"NJ","Ocean County",34029,602018,"hud_disability",344495
"NJ","Ocean County",34029,602018,"hud_hopwa",4243726
"NJ","Passaic County",34031,502763,"cdbg_entitlement",12112969
"NJ","Passaic County",34031,502763,"coc",8305885
"NJ","Passaic County",34031,502763,"elderly",1445668
"NJ","Passaic County",34031,502763,"hcv",1.36e+08
"NJ","Passaic County",34031,502763,"home",5090771
"NJ","Passaic County",34031,502763,"hud_disability",1888279
